aufhalten,stop,zatrzymywać się
stellt,places,miejsca
verspreche,promise,obietnica
überrascht,surprised,zaskoczony
sauber,clean,czysty
hau,hood,kaptur
mark,mark,ocena
schlag,punch,dziurkacz
sheriff,sheriff,szeryf
untertitel,subtitle,podtytuł
setzt,puts,pass
frag,question,pytanie
vaters,father,ojciec
nervös,nervous,nerwowy
gesellschaft,company,firma
verstecken,hide,ukrywać
schuldig,guilty,winny
hals,neck,szyja
schützen,protection,ochrona
besuchen,visit,odwiedzać
passen,fit,pasować
überleben,survive,przetrwać
erhalten,receive,odbierać
teilen,split,podział
gebäude,building,budynek
schicksal,fate,los
zeichen,sign,podpisać
richter,judge,sędzia
besorgt,concerned,zainteresowany
küche,kitchen,kuchnia
lief,ran,biegł
vergnügen,enjoyment,przyjemność
wüsste,desire,pragnienie
volk,people,ludzie
herausfinden,find out,dowiadywać się
königin,queen,królowa
soldaten,soldiers,żołnierski
feiern,celebrate,świętować
situation,situation,sytuacja
gelassen,calmly,spokojnie
allerdings,however,jednakże
soweit,so far,dotychczas
gefahren,driven,napędzany
verstand,understanding,zrozumienie
bord,board,tablica
schönes,nice,ładny
angefangen,begun,zaczął
fühlst,feel,czuć
mussten,had to,musiałem
rat,advice,rada
worauf,whereupon,po czym
gebeten,requested,wymagany
kamera,camera,kamera
achtung,danger,niebezpieczeństwo
lieutenant,lieutenant,porucznik
ganzes,whole,cały
schuhe,shoes,buty
glückwunsch,congratulations,gratulacje
niemandem,no one,nikt
gibst,give,dawać
statt,instead of,zamiast
übernehmen,take over,przejąć
gegend,area,obszar
wald,forest,las
nimmst,take,brać
erkennen,recognize,rozpoznać
glas,glass,szkło
falsche,false,fałsz
verantwortlich,responsible,odpowiedzialny
stöhnt,groaned,jęknął
herein,in,w
kleid,a dress,sukienka
zerstören,destroy,zniszczyć
jawohl,yes indeed,w rzeczy samej
gegessen,eaten,zjedzony
abendessen,dinner,kolacja
gesetz,law,prawo
gemeinsam,together,razem
geholfen,helpful,pomocny
erster,first,pierwszy
wohnt,lives,zyje
schritt,step,krok
guck,look,patrzeć
nahe,vicinity,sąsiedztwo
aussieht,looks,wygląd
beginnen,begin,zaczynać
dachten,thought,myśl
band,tape,taśma
ungefähr,approximately,około
aufgabe,task,zadanie
neun,nine,dziewięć
furchtbar,terrible,straszny
drinnen,inside,wewnątrz
zuvor,before,zanim
freue,am happy,jestem szczęśliwy
übrig,left over,pozostawione
spur,track,ścieżka
falschen,false,fałsz
sergeant,sergeant,sierżant
melden,report,raport
helfe,help,pomoc
werfen,throw,rzucić
haltet,hold,trzymać
erinnert,remind,przypomnieć
hängt,hangs,wisi
freude,joy,radość
ehemann,husband,mąż
erschossen,shot,strzał
verzeihen,pardon,pardon
schwein,pig,świnia
entschieden,decided,zdecydowany
verdammten,damn,cholera
brauch,custom,zwyczaj
gewusst,knew,wiedziałem
vorne,in front,z przodu
stopp,stop,zatrzymywać się
übel,bad,zły
schlampe,slut,chlapa
schöner,more beautiful,piękniejsza
adresse,address,adres
unsinn,nonsense,nonsens
messer,knife,nóż
gesund,healthy,zdrowy
respekt,respect,szacunek
pro,per,za
leisten,afford,pozwalać
davor,before,zanim
bedeuten,mean,mieć na myśli
ball,ball,piłka
mitnehmen,take along,wziąć ze sobą
gespielt,played,grał
schwierigkeiten,difficulties,trudności
hälfte,half,połowa
kannte,knew,wiedziałem
stehe,standing,na stojąco
planeten,planet,planeta
schwanger,pregnant,w ciąży
gruppe,group,grupa
verhaftet,arrested,aresztowany
seines,his,jego
irgendwelche,any,każdy
händen,hands,ręce
versteht,understands,rozumie
drehen,turn,zakręt
eis,ice,lód
danken,to thank,podziękować
erfolg,success,powodzenie
zufrieden,satisfied,zadowolona
schließen,close,zamknąć
besorgen,obtain,uzyskać
wochenende,weekend,weekend
worüber,about what,o czym
stimmen,voices,głosy
nehmt,take,brać
witze,jokes,żarty
beine,legs,nogi
verbrechen,crime,przestępczość
bericht,report,raport
nachts,at night,w nocy
eurer,your,twój
prinzessin,princess,księżniczka
schmerz,pain,ból
klingelt,rings,pierścienie
position,position,pozycja
echte,real,prawdziwy
gleichen,resemble,przypominać
fernsehen,tv,telewizja
wünsche,wishes,życzenia
schließlich,finally,wreszcie
gefangen,caught,złapany
schätzchen,baby,dziecko
seh,see,widzieć
schwierig,difficult,trudny
angebot,offer,oferta
nah,close,zamknąć
gewartet,waited,czekałem
kümmert,takes care,opiekować się
ring,ring,pierścień
rennen,run,uruchomić
lied,song,piosenka
eier,egg,jajko
welchen,which,który
sorry,sorry,przepraszam
fantastisch,fantastic,fantastyczny
schaut,looks,wygląd
hielt,held,trzymany
falle,cases,sprawy
drink,drink,drink
insel,island,wyspa
dauern,last,ostatni
daher,therefore,w związku z tym
zufällig,coincidentally,przypadkowo
dorf,village,wieś
bewegt,emotional,emocjonalny
mitten,in the middle,pośrodku
bullen,cops,gliny
feind,enemy,wróg
einverstanden,agreed,zgoda
neuer,news,aktualności
bauen,build,zbudować
trägt,carries,przewozi
hängen,hang,powiesić
freunden,friends,przyjaciele
deren,whose,którego
halb,half,połowa
verpasst,lost,zaginiony
sprach,speech,przemówienie
leise,quiet,cichy
armen,arm,ramię
wusstest,chewing test,test do żucia
fanden,found,znaleziony
unternehmen,company,firma
träume,dreams,sny
schläft,is sleeping,śpi
kostet,costs,koszty
spiele,gaming,hazard
unseres,ours,nasz
entlang,along,przed siebie
versprechen,promise,obietnica
tiere,animals,zwierząt
freiheit,freedom,wolność
verdienen,earn,zarabiać
unterhalten,converse,rozmawiać
eingeladen,invited,zaproszony
schaden,damage,szkoda
genannt,called,zwany
beenden,end,koniec
geändert,changed,zmienione
lächerlich,ridiculous,śmieszny
geschlagen,beaten,bity
park,park,park
schätzen,treasure,skarb
männern,male,mężczyzna
beginnt,begins,zaczyna się
ehren,to honor,do uhonorowania
größte,greatest,największy
energie,energy,energia
fleisch,meat,mięso
besonderes,special,specjalny
besteht,consists,składa się
reichen,are sufficient,są wystarczające
zeitung,newspaper,gazeta
worum,what,co
nachgedacht,thoughtful,przemyślany
betrunken,drunk,pijany
sowas,like this,lubię to
patienten,patient,pacjent
gespräch,conversation,rozmowa
leiden,suffer,cierpieć
tötet,killed,zabity
see,lake,jezioro
unterschied,difference,różnica
wind,wind,wiatr
singt,sings,śpiewa
schreien,scream,krzyk
sahen,saw,piła
wand,wall,ściana
bus,bus,autobus
angriff,attack,atak
verhalten,behave,zachowywać się
loch,hole,otwór
interesse,interest,odsetki
treten,step,krok
quatsch,nonsense,nonsens
trifft,meets,spotyka się
polizist,police officer,policjant
blumen,flower,kwiat
neuigkeiten,news,aktualności
bringst,brings,przynosi
flasche,bottle,butelka
rief,called,zwany
schuss,shot,strzał
fassen,grasp,chwyt
meer,sea,morze
konntest,can,móc
schafft,creates,tworzy
maschine,machine,maszyna
spreche,speak,mówić
bein,leg,noga
bekommst,get,dostawać
verbringen,spend,wydawać
bücher,books,książki
blöd,silly,głupi
frühstück,breakfast,śniadanie
bilder,pictures,kino
aufpassen,watch after,obserwuj
dessen,whose,którego
muß,must,musieć
freuen,be happy,bądź szczęśliwy
engel,angel,anioł
offenbar,apparently,najwyraźniej
gelegenheit,opportunity,możliwość
fang,catch,złapać
lüge,lie,kłamstwo
ohren,ears,uszy
angetan,impressed,pod wrażeniem
beeil,hurry,spieszyć się
brechen,break,przerwa
brüder,brothers,bracia
zeitpunkt,time,czas
keinem,none,nic
ecke,corner,narożnik
brücke,bridge,most
druck,print,wydrukować
mitgebracht,brought,przyniósł
seufzt,sigh,westchnienie
date,date,data
haufen,heap,sterta
oma,granny,babunia
auftrag,order,zamówienie
leer,empty,pusty
entkommen,escape,ucieczka
weißen,white,biały
lösung,solution,rozwiązanie
wart,wart,brodawka
pause,break,przerwa
irre,crazy,zwariowany
gestellt,placed,umieszczony
keller,basement,piwnica
gebrochen,broken,złamany
weinen,cry,płakać
nutzen,to use,używać
wünschen,wish,życzenie
fragt,asks,pyta
maul,mouth,usta
verantwortung,responsibility,odpowiedzialność
schloss,lock,zamek
hut,cap,czapka
lächeln,smile,uśmiech
red,red,czerwony
grad,degree,stopień
zweiten,second,drugi
hinaus,out of,poza
mitkommen,come along,zbliżać się
vorhin,beforehand,uprzednio
fahrt,drive,prowadzić
gemeint,meant,oznaczał
ernsthaft,seriously,poważnie
gebaut,built -up,zbudować
bombe,bomb,bomba
hasst,hate,nienawidzić
versteh,understand,zrozumieć
kosten,costs,koszty
zeige,show,pokazywać
traf,met,spotkał
eigenes,own,własny
haar,hair,włosy
fragte,asked,spytał
operation,surgery,chirurgia
befehle,commands,polecenia
schmerzen,pains,trud
erklärt,explained,wyjaśnione
dach,roof,dach
folge,consequence,konsekwencja
gelaufen,ran,biegł
schwarze,black,czarny
dankbar,thankful,wdzięczny
gehirn,brain,mózg
töte,killing,zabicie
mädels,girls,dziewczyny
mut,courage,odwaga
heilige,holy,święty
tier,animal,zwierzę
mannes,man,człowiek
wahnsinn,craziness,szaleństwo
nee,no,nie
geschlossen,closed,zamknięte
hintern,butt,krupon
thema,theme,temat
fiel,fell,ściąć
gehalten,held,trzymany
dorthin,there,tam
urlaub,vacation,wakacje
steig,climb,wspinać się
vorwärts,forward,do przodu
überprüfen,check over,sprawdź
besseres,better,lepsza
beweis,proof,dowód
baum,tree,drzewo
gebt,giving,dający
funktionieren,function,funkcjonować
anscheinend,apparently,najwyraźniej
lehrer,teacher,nauczyciel
hoffen,hope,mieć nadzieję
bessere,better,lepsza
isst,eats,jedzenie
nachmittag,afternoon,popołudnie
risiko,risk,ryzyko
chuck,chuck,cmokanie
knast,jail,więzienie
entschuldigt,sorry,przepraszam
gilt,is applicable,ma zastosowanie
held,hero,bohater
daraus,from this,od tego
erstes,first,pierwszy
fräulein,young lady,panienka
prima,fine,cienki
brauchte,needed,potrzebne
gewalt,force,siła
liebes,dear,droga
schaffst,manage,zarządzać
nachdenken,ponder,rozważać
tor,goal,bramka
erfahrung,experience,doświadczenie
pläne,plans,plany
jagen,to hunt,polować
katze,cat,kot
runde,round,okrągły
schwanz,tail,ogon
taten,act,działać
dringend,urgent,pilny
großvater,grandfather,dziadek
sommer,summer,lato
gezeigt,shown,pokazane
hinterlassen,leave behind,zapomnieć
gewissen,conscience,sumienie
getrunken,drunk,pijany
wahre,real,prawdziwy
luke,hatch,właz
kunden,customers,klienci
zeugen,witness,świadek
geplant,planned,zaplanowany
erreicht,reached,osiągnięty
stören,disturb,przeszkadzać
stein,stone,kamień
atmen,breathe,oddychać
hose,trousers,spodnie
weiße,white,biały
sprichst,speak,mówić
größer,greater,większy
schickt,sends,wysyła
prinz,prince,książę
behandelt,treated,leczony
tote,dead,martwy
überlegen,consider,rozważać
karten,cards,karty
restaurant,restaurant,restauracja
welchem,which,który
natur,nature,natura
carter,carter,furman
mami,mommy,mamusia
verschwindet,disappears,znika
lautet,is the case,tak jest
streit,dispute,spór
küssen,kiss,pocałunek
sprich,speaking,mówienie
längst,a long time ago,dawno temu
fängt,catches,połów
drüber,over it,ponad tym
gingen,went,wszedł
erlaubt,permitted,dozwolony
einzigen,single,pojedynczy
bad,bath,wanna
schmeckt,tastes,smak
kugel,bullet,pocisk
normalerweise,normally,normalnie
schwarzen,black,czarny
rauf,up,w górę
flug,flight,lot
beruhigen,calm,spokój
halbe,half,połowa
geschieht,happens,dzieje się
einiges,some,niektóre
entdeckt,discovered,odkryty
morgens,in the morning,rankiem
schlechter,worse,gorzej
vollkommen,completely,całkowicie
gelogen,lied,skłamał
verfolgt,tracked,śledzone
college,college,szkoła wyższa
weiteren,further,dalej
schwert,sword,miecz
hunde,dogs,psy
steigen,climb,wspinać się
verdammter,damn,cholera
dürfte,should,powinien
riecht,smells,zapach
labor,laboratory,laboratorium
mindestens,at least,co najmniej
fisch,fish,ryba
eurem,of your,twojego
füße,feet,stopy
stehst,stand,podstawka
erschießen,shoot,strzelać
kuchen,cake,ciasto
versuchte,tried,wypróbowany
zustand,condition,stan
wunsch,wish,życzenie
gäste,guests,goście
erwähnt,mentioned,wspomniany
farbe,color,kolor
van,van,awangarda
einigen,agree,zgadzać się
zufall,coincidence,zbieg okoliczności
garten,garden,ogród
junger,younger,młodszy
autos,cars,samochody
abgesehen,beyond,poza
vertraut,trusted,zaufane
koffer,suitcase,walizka
hieß,was called,został wezwany
kurs,course,kurs
wirkt,acts,dzieje
idioten,idiot,idiota
netter,nicer,ładniejszy
seitdem,since,od
angegriffen,attacked,zaatakowany
geschichten,stories,historie
wahnsinnig,insane,obłąkany
ähnlich,similar,podobny
aufgeben,give up,poddać się
entführt,kidnapped,porwany
mistkerl,riots,zamieszki
solchen,such,taki
geschossen,shot,strzał
lager,camp,obóz
besprechen,discuss,omówić
reihe,row,wiersz
polizisten,police officers,policjanci
vogel,bird,ptak
legt,places,miejsca
strand,beach,plaża
amerikaner,american,amerykański
schwarz,black,czarny
fern,remote,zdalny
fick,fuck,pierdolić
scherz,hoax,żart
erzählte,told,powiedział
wichser,wanker,wanker
langweilig,boring,nudny
womit,by which,przez co
geschäfte,businesses,biznes
kapiert,got it,rozumiem
nachher,afterward,potem
verlangt,required,wymagany
schlägt,beats,beats
überzeugt,convinced,przekonany
irgendjemand,someone,ktoś
rot,red,czerwony
soldat,soldier,żołnierz
vorbereitet,prepared,przygotowany
geschah,happened,stało się
reisen,travel,podróż
termin,meeting,spotkanie
gang,corridor,korytarz
stehlen,steal,ukraść
rechte,right,prawidłowy
rache,revenge,zemsta
bemerkt,noticed,zauważony
frankreich,france,francja
stört,disturbs,zakłócają
radio,radio,radio
beruhige,calm down,uspokoić się
pferde,horses,konie
vertrag,contract,kontrakt
arbeitest,worker,pracownik
dienst,service,praca
zählt,counts,liczy
fragst,asking,pytając
wesen,beings,istoty
bürgermeister,mayor,burmistrz
fluss,flow,przepływ
woran,what,co
geblieben,remained,pozostał
durcheinander,mixed up,pomieszane
nette,nice,ładny
test,test,test
dadurch,through this,przez to
direktor,director,dyrektor
wichtiger,more important,ważniejsze
karriere,career,kariera
akte,file,plik
erinnerung,memory,pamięć
großmutter,grandmother,babcia
erzähle,tell,powiedzieć
lösen,solve,rozwiązywać
griff,handle,uchwyt
verfolgen,pursue,realizować
zweifel,doubt,wątpliwość
such,search,szukaj
sprache,language,język
nerven,annoy,denerwować
langer,longer,dłużej
ziehe,pull,ciągnąć
entlassen,fire,ogień
zweimal,twice,dwa razy
abholen,pick up,ulec poprawie
kollegen,colleagues,współpracownicy
fass,barrel,beczka
szene,scene,scena
scheinen,seem,wydaje się
bösen,nourish,karmić
schaffe,creative,twórczy
pflicht,duty,obowiązek
wache,guard,strażnik
neulich,recently,ostatnio
beeilen,hurry,spieszyć się
knie,knee,kolano
lauter,volume up,większość objętości
spannende,exciting,ekscytujący
unschuldig,innocent,niewinny
folgt,follows,następuje
schutz,protection,ochrona
weshalb,for what reason,z jakiego powodu
geheiratet,got married,ożenić się
woanders,somewhere else,gdzieś indziej
wurdest,was established,został założony
kuss,kiss,pocałunek
verhindern,impede,utrudniać
erklärung,explanation,wyjaśnienie
klug,smart,mądry
kräfte,forces,siły
verlangen,demand,popyt
außerhalb,outside of,na zewnątrz
opa,grandpa,dziadek
selbstverständlich,of course,oczywiście
aufstehen,stand up,wstań
hassen,to hate,nienawidzić
pete,pet,zwierzak domowy
gebrauchen,use,używać
geglaubt,believed,wierzył
milch,milk,mleko
trink,drink,drink
gefeuert,fired,zwolniony
erinnerungen,memories,wspomnienia
müssten,would have to,musiał by
suchst,look for,szukać
fährst,ferry,prom
kochen,cook,kucharz
schwach,weak,słaby
schreibt,writes,pisze
schulden,debts,długi
hinein,in,w
grenze,border,granica
braut,bride,panna młoda
gebraucht,needed,potrzebne
peinlich,awkward,niezręczny
klappt,works,pracuje
geheimnisse,secrecy,tajność
aufmerksamkeit,attention,uwaga
form,shape,kształt
umsonst,for free,za darmo
kennenzulernen,get to know,dowiedzieć się
überlebt,survived,przeżył
nirgendwo,nowhere,nigdzie
meilen,miles,mil
einfacher,easier,łatwiej
blöde,stupid,głupi
mond,moon,księżyc
ergibt,results in,prowadzi do
daten,data,dane
merken,notice,ogłoszenie
schande,shame,wstyd
fühlte,felt,filc
sieg,victory,zwycięstwo
satt,fed up,rozdrażniony
blödsinn,nonsense,nonsens
lisa,lisa,lisa
pfund,pound,funt
handeln,act,działać
lois,loan,pożyczka
enden,end up,skończyć
warm,warm,ciepły
raten,advise,radzić
übersetzung,translation,tłumaczenie
kunst,art,sztuka
kapitän,captain,kapitan
desto,the more,więcej
einsatz,mission,misja
schweigen,be silent,być cicho
krankheit,illness,choroba
toller,great,świetnie
schatten,the shade,cień
wachen,wake up,budzić się
tatsache,fact,fakt
stock,floor,podłoga
chief,chief,szef
hingehen,go there,idź tam
verboten,forbidden,zabroniony
gäbe,gave,dał
anzug,men's suit,garnitur męski
leichen,corpses,zwłoki
high,high,wysoki
beendet,completed,zakończony
freitag,friday,piątek
million,million,milion
verflucht,cursed,przeklęty
dunkel,dark,ciemny
geb,born,urodzić się
enttäuscht,disappointed,zawiedziony
klopfen,beat,pokonać
spuren,sense,sens
dreck,dirt,brud
seiten,pages,strony
mühe,effort,wysiłek
gezogen,pulled,pociągnięty
kontrollieren,check,sprawdzać
knochen,bone,kość
schick,chic,szyk
getrennt,separated,rozdzielony
grab,dig,kopać
ebenso,as well,również
trage,sluggish,powolny
nachbarn,neighbors,sąsiedzi
bieten,offer,oferta
bestes,best,to co najlepsze
fuhr,drove,stado
verlässt,leaves,liście
freundlich,friendly,przyjazny
dennoch,nonetheless,niemniej jednak
rauchen,smoking,palenie
dick,thick,gruby
stuhl,chair,krzesło
dreh,rotation,obrót
bester,best,to co najlepsze
schicke,chic,szyk
vergeben,forgive,wybacz
ausgehen,go out,wychodzić
behandeln,treat,traktować
trotz,despite,pomimo
gast,guest,gość
ändert,changes,zmiany
passierte,passed,przeszedł
toilette,toilet,toaleta
annehmen,assume,przypuszczać
herzlichen,cordial,serdeczny
hexe,witch,czarownica
erwachsen,adult,dorosły
pistole,gun,pistolet
dreht,turns,zakręty
aussage,expression,wyrażenie
liebte,loved,kochany
street,street,ulica
genießen,enjoy,cieszyć się
eifersüchtig,jealous,zazdrosny
derjenige,the one,jeden
teuer,expensive,drogi
zähne,teeth,zęby
beobachtet,observed,zauważony
gentlemen,gentlemen,panowie
wählen,choose,wybierać
helft,help,pomoc
fliegt,flies,muchy
theater,theatre,teatr
regen,rain,deszcz
